the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.10589245237 30.004813690503),1155125,JUNIOR'S,789 HARRISON AVE,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JUNIOR'S ON HARRISON,LLC",3669333.1458,549321.749139
POINT (-90.070906039357 29.957454657069),1155362,PALM & PINE,308 N RAMPART ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),P & P RETAURANT GROUP LLC,3680596.00955,532220.501891
POINT (-90.050351857753 29.96450211341),1155326,NOLA DELI,2706 ROYAL ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NOLA DELI LLC,3687075.74146,534855.504262
POINT (-90.063293825977 29.94773526893),1155061,HILTON NEW ORLEANS RIVERSIDE  SPORTS EDITION,2 POYDRAS ST,,NEW ORLEANS,LA,70130-1656,504-584-3901,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"INTERNATIONAL RIVERCENTER LESSEE, L.L.C.",3683045.57205,528712.8144
POINT (-90.076989294557 29.951922709288),1155098,JACKSON SQUARE CAFE PONTALBA,546 SAINT PETER ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JACKSON SQUARE CAFE INC,3678691.8167,530187.70942
POINT (-89.993373133326 30.028237160508),1154776,CASA HONDURAS RESTAURANT,5704 CROWDER BLVD,,NEW ORLEANS,LA,70127,504-224-0005,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CASA HONDURAS RESTAURANT, LLC",3704845.52964,558238.365212
POINT (-90.067573577506 29.954992794813),1154881,CURIO,301 ROYAL ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),301 ROYAL LLC,3681661.11458,531336.91917
POINT (-90.070314950856 29.965630408797),1155094,J C FOOD MARKET,1532 ST PHILIP ST,,NEW ORLEANS,LA,70116,504-221-8270,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LABAN FOOD INC,3680750.40571,535195.571654
POINT (-90.134699603709 29.945681063537),1154706,BRIGTSEN'S,723 DANTE ST,,NEW ORLEANS,LA,70118,504-947-2981,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BRIGTSEN'S INC,3660440.65293,527722.234431
POINT (-90.066650096135 29.957695821063),1154992,FOUR POINTS BY SHERATON FRENCH QUARTER,541 BOURBON ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SPRINGFIELD CORP,3681942.674,532323.070467
POINT (-90.064931418481 29.944523865605),1155302,MULATE'S CAJUN RESTAURANT,201 JULIA ST,,NEW ORLEANS,LA,70130,504-522-1492,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MULATE'S OF NEW ORLEANS, INC.",3682539.90908,527539.287423
POINT (-90.065715448878 29.953361940563),1154637,ATTIKI BAR & GRILL,230 DECATUR ST,,NEW ORLEANS,LA,70130,504-338-6488,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"EZF, LLC",3682256.06159,530750.38541
POINT (-90.052100442078 29.966922757464),1155224,MARIES KITCHEN LLC,2483 BURGUNDY ST,,NEW ORLEANS,LA,70117,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),MARIES KITCHEN LLC,3686512.2543,535729.544519
POINT (-90.05488413379 29.968577183013),1154750,CAFE LAVAL,2262 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-943-4129,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CAFE LAVAL INC,3685624.17743,536321.310471
POINT (-90.104008501902 30.003965862633),1155693,THE STEAK KNIFE RESTAURANT,888 HARRISON AVE,,NEW ORLEANS,LA,70124,504-488-8981,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STEAK KNIFE INC,3669932.72058,549019.836627
POINT (-90.06459514468 29.956736772649),1154794,CHARTRES HOUSE CAFE',601 CHARTRES ST,,NEW ORLEANS,LA,70130,504-523-3255,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHARTRES HOUSE LLC,3682597.22933,531981.524227
POINT (-90.069048663681 29.954955898111),1155016,GALATOIRE'S RESTAURANT,209 BOURBON ST,,NEW ORLEANS,LA,70130,504-525-2021,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW ORLEANS EQUITY LLC,3681194.16892,531318.345474
POINT (-89.957568593318 30.043577312978),1155369,PAPA JOHN'S,6003 BULLARD AVE,STE 5,NEW ORLEANS,LA,70128,504-244-7272,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"LMT SERVICES, LLC",3716107.82546,563950.871393
POINT (-90.076989294557 29.951922709288),1154769,CAPTAIN SAL'S SEAFOOD & CHICKEN,3168 SAINT CLAUDE AVE,,NEW ORLEANS,LA,70117,504-948-9990,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"VU & SONS, LLC",3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),1155330,NOLE',2001 ST. CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NOLE I, L.L.C.",3678691.8167,530187.70942
POINT (-90.069603218223 29.965402340101),1154849,COFFEE BY THE PARK,1501 ST PHILIP ST,,NEW ORLEANS,LA,70116,504-218-8663,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),COFFEE BY THE PARK,3680976.67042,535115.122054
POINT (-90.066855291475 29.952402903505),1154841,CLEO'S,117 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),YASSINE ENTERPRISES LLC,3681898.97314,530397.65325
POINT (-90.076862132305 29.950725039864),1154807,CHEF'S SANDWICH,1250 POYDRAS ST,115,NEW ORLEANS,LA,70112,504-523-6709,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"KUY, LENG",3678736.86037,529752.634305
POINT (-90.077093853264 29.977755050269),1155312,NEW ORLEANS FAMOUS HOT DOGS,1501 N BROAD ST,,NEW ORLEANS,LA,70122,504-416-7273,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KIYAH'S INC,3678555.72002,539580.956234
POINT (-90.080059407845 29.934747771466),1155300,MR. JOHN'S STEAK HOUSE,2111 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-679-7697,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),2111 ST CHARLES DPR LLC,3677787.92802,523931.626748
POINT (-90.112998773662 29.947429826046),1154614,ALOHA GRILL AND SUSHI,3151 CALHOUN ST,,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CREATIVE ASSEMBLY NOLA LLC,3667306.24212,528430.691264
POINT (-90.10251074533 29.917135761004),1154908,DICK & JENNY'S,4501 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,504-894-9880,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"VANDELAY RESTAURANT GROUP, LLC",3670745.92699,517450.17791
POINT (-90.089108026031 29.961419212247),1154597,2 LANE CAFE,2601 TULANE AVE,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),2 LANE CAFE LLC,3674816.73384,533599.120901
POINT (-90.039949175103 29.945304050512),1155627,TAPEH'S WATERICE,1624 NEWTON ST,,NEW ORLEANS,LA,70114,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TAPEH'S WATERICE,LLC",3690448.28604,527911.431103
POINT (-90.109112636958 29.927178276881),1155353,ORLEANS CLUB,5005 ST CHARLES AVE,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ORLEANS CLUB,3668615.58574,521079.600121
POINT (-90.012349692677 29.920726751194),1154985,FIREHOUSE SUBS,4150 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70131,504-912-8966,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SOUTHERN SUBS, LLC",3699291.65501,519074.007799
POINT (-90.06460061482 29.956493340144),1154793,CHARTRES HOUSE,540 CHARTRES ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"540 CHARTRES, LLC",3682596.4772,531892.984003
POINT (-90.048769626037 29.974592056134),1154929,DOMINOS PIZZA #5236,1620 FRANKLIN AVE,,NEW ORLEANS,LA,70117-7727,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),R P M PIZZA INC,3687535.58236,538530.191881
POINT (-90.069906252994 29.947119388246),1154854,CONGREGATION COFFEE ROASTERS,644 CAMP ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CONGREGATION COFFEE CAMP LLC,3680954.02901,528465.708032
POINT (-89.97891850829 30.051762112697),1155760,WALKER'S SOUTHERN-STYLE BBQ,10828 HAYNE BLVD,,NEW ORLEANS,LA,70127,504-241-8227,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WALKER'S SOUTHERN-STYLE BBQ, LLC",3709318.14878,566846.711332
POINT (-90.068712636298 29.946628655315),1155025,GIANNA,700 MAGAZINE ST,STE 101,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GIANNA, LLC",3681333.99368,528291.429888
POINT (-90.065211596976 29.953933031404),1154670,BEACHBUM BERRY'S LATITUDE 29,320 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BEACHBUM BERRY LLC,3682413.31324,530959.820226
POINT (-90.108491563774 29.952656305937),1154870,"CREATIVE FOODS, LLC",4044 VENDOME PL,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CREATIVE FOODS, LLC",3668713.27252,530346.466818
POINT (-90.063233957185 29.956002452179),1155618,T'S PIZZA & PASTA,600 DECATUR ST,# 206 B,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TOMMY PHAM, INC",3683031.20853,531719.273731
POINT (-90.074614686423 29.93169335354),1154934,DOWN THE HATCH,1921 SOPHIE WRIGHT PL,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GIUSEPPE'S  BISTRO  LLC,3679524.58088,522839.832827
POINT (-90.020030850084 29.923725045555),1155132,KFC,3663 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TACI INVESTMENTS,INC",3696846.05623,520136.31948
POINT (-90.082248708116 29.971126355924),1155179,LILLIE'S BAR & BREAKFAST,740 N BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FARVE, LILLIE MAE",3676950.09659,537152.654408
POINT (-90.004185844065 29.932069088996),1155591,SUBWAY #42514,4801 GENERAL MEYER AVE,F,NEW ORLEANS,LA,70131,504-267-5517,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KRUPA ENTERPRISES INC,3701829.81098,523228.361979
POINT (-90.076989294557 29.951922709288),1155397,PIECE OF MEAT,3301 BIENVILLE ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAYOU MEAT MARKET LLC,3678691.8167,530187.70942
POINT (-90.067318764507 29.947885908781),1155674,THE OLD NO. 77  HOTEL & CHANDLERY - RESTAURANT,535 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HOTEL AMBASSADOR NOLA LLC,3681770.35599,528753.487296
POINT (-90.070630707945 29.949076172895),1154733,CAFE AT THE SQUARE,500 ST CHARLES AVE,A,NEW ORLEANS,LA,70130,504-495-2387,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PARK SQUARE RESTAURANT GROUP, LLC",3680716.76725,529174.737728
POINT (-90.05785869776 29.963680765975),1155002,FRENCHMEN DELI,602 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-847-0623,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),FRENCHMEN DELI INC,3684702.21481,534530.296645
POINT (-90.076989294557 29.951922709288),1154944,EASY SEAFOOD,13243 CHEF MENTEUR HWY,A,NEW ORLEANS,LA,70129,504-254-3757,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),T & K PARTNERS INC,3678691.8167,530187.70942
POINT (-90.065304331423 29.958845936235),1155115,JOHHNY WHITE'S PUB & GRILL,718 BOURBON ST,B,NEW ORLEANS,LA,70116,504-522-4829,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JOHNNY WHITE'S PUB & GRILL,3682364.17781,532746.008004
POINT (-90.032376124938 30.004970349265),1155361,PALATE PLEASERS,5000 OLD GENTILLY RD,STE A,NEW ORLEANS,LA,70126,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PALATE PLEASERS, LLC",3692600.21705,549635.427987
POINT (-90.0910763916 29.922426537757),1155085,IMPERIAL WOODPECKER SNO-BALLS,3511 MAGAZINE ST,STE C,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SWEET LOU'S NEW ORLEANS SNOBALLS,3674347.202,519413.182391
POINT (-90.060363618688 29.998739458044),1154724,BURGER ORLEANS & CAJUN SEAFOOD,3105 GENTILLY BLVD,,NEW ORLEANS,LA,70122,504-288-9585,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SONG THU CORPORATION,3683767.45666,547270.144017
POINT (-89.955517026745 30.040082731647),1154704,BREAUX'S PIZZERIA & WINE BAR,5931 BULLARD AVE,STE #7,NEW ORLEANS,LA,70128,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BREAUX'S PIZZERIA & WINE BAR,LLC",3716772.1614,562687.909664
POINT (-90.064755859022 30.026307114352),1154798,CHARTWELLS DINING SERVICES,6601 ST ANTHONY AVE,101,NEW ORLEANS,LA,70148,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"COMPASS GROUP, USA INC",3682266.25551,557279.421083
POINT (-90.062118063713 29.999538728204),1155407,PIZZA HUT #29964,2077 CATON ST,,NEW ORLEANS,LA,70122,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HORIZON RIVER RESTAURANTS, LLC",3683208.92143,547554.624658
POINT (-90.003198928695 29.932350162935),1154827,CHUBBIE FRIED CHICKEN,4850 GENERAL MEYER AVE,B,NEW ORLEANS,LA,70131,504.884.3624,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"MIRE, GARY L",3702141.20644,523334.196987
POINT (-90.076989294557 29.951922709288),1155310,NEW CHINA,1885 ROUSSEAU,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),QIU  & SUN FOOD LLC,3678691.8167,530187.70942
POINT (-90.072371293461 29.947723844336),1154649,BALISE RESTAURANT,640 CARONDELET ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"640 CARONDELET, LLC.",3680170.98011,528676.911424
POINT (-90.007634342311 29.933668546469),1155245,MCDONALDS,4589 GENERAL MEYER AVE,,NEW ORLEANS,LA,70131,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LJC MANAGEMENT,3700730.85245,523797.325115
POINT (-90.066121598302 29.942289587694),1154878,"CROSSING LINES-NEW ORLEANS, LLC",308 S DIAMOND ST,,NEW ORLEANS,LA,70130,901-268-8650,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GUS'S WORLD FAMOUS FRIED CHICKEN,3682171.978,526722.653118
POINT (-90.070033208846 29.951946172854),1155479,RICKR GRILLE,201 ST CHARLES AVE,STE 219/220,NEW ORLEANS,LA,70170,504-595-8887,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TELA FOOD COMPANY,3680894.4733,530220.460225
POINT (-90.072177994317 29.989356637289),1155426,POPEYES FAMOUS FRIED CHICKEN  #2383,2000 GENTILLY BLVD,,NEW ORLEANS,LA,70119,99053396010,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AMERICA'S FAVORITE CHICK,3680065.56527,543816.834382
POINT (-90.076989294557 29.951922709288),1155297,MR. ED'S OYSTER BAR & FISH HOUSE,301 N. CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"301 N. CARROLLTON AVENUE, LLC.",3678691.8167,530187.70942
POINT (-90.082925271994 29.949229556738),1154788,CENTERPLATE,1650 JULIA ST,,NEW ORLEANS,LA,70112,203-975-5945,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SERVICE AMERICA CORP,3676822.78472,529187.817984
POINT (-90.093906001402 29.926051134862),1155758,WAKIN' BAKIN',3625 PRYTANIA ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WAKE N BACON LLC,3673436.63956,520721.510649
POINT (-90.014966212027 29.920113218297),1155568,STARBUCKS COFFEE#50827,3400 HOLIDAY DR,,NEW ORLEANS,LA,70114,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),STARBUCKS COFFEE#50827,3698465.40708,518841.361463
POINT (-90.098445630782 29.97174732027),1155007,FULLBLAST BRUNCH,139 S CORTEZ ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CB HOSPITALITY,LLC",3671819.63911,537322.833224
POINT (-90.104153464658 30.003978045518),1155466,REGINELLI'S PIZZERIA,874 HARRISON AVE,,NEW ORLEANS,LA,70122,504-835-6613,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LAKEVIEW CAFE, INC",3669886.7922,549023.774867
POINT (-90.068884595204 29.951325332789),1155488,ROCKROSE,217 CAMP ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROCKROSE RESTAURANT,LLC",3681260.69045,529998.712001
POINT (-90.083476094237 29.967809670309),1155058,HEY COFFEE,2606 ST LOUIS ST,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),HEY COFFEE CO.,3676574.65608,535942.340615
POINT (-90.105820828445 29.920711191087),1154622,APOLLINE RESTAURANT,4729 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-894-8881,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LAMBAY GROUP, LLC.",3669683.44199,518739.086007
POINT (-90.076989294557 29.951922709288),1155298,MR. ED'S OYSTER BAR & FISH HOUSE,512 BIENVILLE ST,,NEW ORLEANS,LA,70130,504-874-7878,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"512 BIENVILLE, LLC",3678691.8167,530187.70942
POINT (-90.082887222981 29.925784403149),1155509,SAKE CAFE II,2830 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-894-0033,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),YEUNGZ HENG LLC,3676927.87227,520662.437625
POINT (-90.042857960246 30.003255562316),1155304,N O BAPTIST SEMINARY CAFE,3939 GENTILLY BLVD,B,NEW ORLEANS,LA,70126-4858,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),N O BAPTIST SEMINARY CAFE,3689289.78262,548974.351635
POINT (-89.912000555058 30.036608904306),1154740,CAFE CHOT NHO,14399 CHEF MENTEUR HWY,A,NEW ORLEANS,LA,70129,504-919-8056,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CAFE CHOT NHO, INC.",3730555.61651,561592.869791
POINT (-90.065456002153 29.950210849132),1154863,COUNTER BAR,8 CANAL ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),THE HOSPITALITY MANAGEMENT OF NEW ORLEANS INC,3682350.89698,529605.442625
POINT (-90.091006494131 29.928720636208),1155244,MCDONALDS,3321 ST CHARLES AVE,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CLB INVESTMENTS, LLC",3674344.52782,521702.183993
POINT (-90.062764533542 29.94853775976),1155743,VILLA FRESH ITALIAN KITCHEN,1 POYDRAS ST,147,NEW ORLEANS,LA,70130,504-522-2458,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RIVER WALK PIZZA LLC,3683209.95157,529006.487168
POINT (-90.067416391804 29.950973296564),1155685,THE RUBY SLIPPER CAFE,200 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE RUBY SLIPPER CAFE, LLC",3681727.03631,529875.832513
POINT (-90.066511402929 29.961957919629),1155228,MARTI'S,1041 DUMAINE ST,,NEW ORLEANS,LA,70116,504-841-2379,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FRENCH QUARTER FOOD CO, LLC",3681969.45583,533873.412677
POINT (-90.070396673337 29.950703585262),1155201,LUKE,333 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-378-2840,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LUKE RESTAURANT LLC,3680784.35733,529767.341121
POINT (-90.113792457879 29.960096560177),1154633,ASUKA SUSHI & HIBACHI,7912 EARHART BLVD,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ASUKA SUSHI & HIBACHI LLC,3667005.87399,533034.124676
POINT (-90.133404583286 29.944159119817),1154661,BASKIN-ROBBINS RIVERBEND,706 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AAISAKREEM LLC,3660856.56461,527173.089407
POINT (-90.105904822275 29.920586515424),1155525,SHAHRAZAD CAFE,4739 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SHAHRAZAD CAFE, LLC",3669657.32142,518693.464247
POINT (-90.062764533542 29.94853775976),1155217,MANDARIN EXPRESS,1 POYDRAS ST,STE 234,NEW ORLEANS,LA,70130,800-804-1088,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MANDARIN HOLDINGS LP,3683209.95157,529006.487168
POINT (-89.994182764868 30.027940127002),1155409,PIZZA HUT #30993,5790 CROWDER BLVD,,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HORIZON RIVER RESTAURANTS, LLC",3704590.60766,558127.357339
POINT (-90.066377797925 29.950859328243),1155327,NOLA EXPERIENCE GROUP,109 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NOLA EXPERIENCE GROUP LLC,3682056.38396,529838.024193
POINT (-90.068970412144 29.935643184576),1155728,TWISTED WAFFLES LLC,1420 ANNUNCIATION ST,2117,NEW ORLEANS,LA,70130,504-303-2909,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TWISTED WAFFLES LLC,3681296.43989,524295.815036
POINT (-89.976993293056 30.038932324871),1155511,SALADS GALORE & MORE,7011 READ BLVD,M,NEW ORLEANS,LA,70127,504-240-6552,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SALADS GALORE & MORE, LLC",3709982.40702,562188.511007
POINT (-90.076989294557 29.951922709288),1155791,WINK'S ORIGINAL,3135 ST. ROCH AVE,,NEW ORLEANS,LA,70122,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),WINK'S ORIGINAL,3678691.8167,530187.70942
POINT (-90.096759500936 29.929135085263),1155229,MARTIN WINE CELLAR,3827 BARONNE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DAVID Y. MARTIN,JR.,LLC",3672520.69684,521833.182074
POINT (-90.117962754874 30.005845810666),1154855,COOKIE DOUGH BLISS,241 W HARRISON AVE,STE A,NEW ORLEANS,LA,70124,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),TRANSITION UP LLC,3665508.93146,549656.349012
POINT (-90.05065667633 30.012550600808),1155050,HAPPY DISCOUNT,5301 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MARAH LLC,3686783.64028,552326.675094
POINT (-90.07166079606 29.953942824124),1155682,"THE ROOSEVELT HOTEL, A WALDORF ASTORIA COLLECTION",123 BARONNE ST,,NEW ORLEANS,LA,70112,504-648-1200,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WALDORF=ASTORIA MANAGEMENT, LLC",3680371.07893,530940.837378
POINT (-90.133989053772 29.944136999656),1155047,HANA CORPORATION,8116 HAMPSON ST,,NEW ORLEANS,LA,70118,504-738-3546,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HANA CORPORATION        TOMIYAMA, TAISUKE",3660671.55181,527163.107839
POINT (-90.076811966838 29.929455182299),1154896,DEANIE'S ON MAGAZINE,2200 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OLIVE CATERING SERVICE LLC,3678837.56206,522018.315386
POINT (-89.959712576765 30.043858165819),1155776,WENDY'S #245,6020 BULLARD AVE,,NEW ORLEANS,LA,70128,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3715428.30744,564044.862753
POINT (-90.021387549357 29.924561962472),1155768,WENDY'S #208,3601 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3696412.83325,520435.727544
POINT (-90.089290585975 29.946442822093),1155733,UPTOWN DELI,2013 S CLAIBORNE AVE,STE B,NEW ORLEANS,LA,70125,504-232-0604,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),UPTOWN DELI LLC,3674818.05608,528152.516992
POINT (-90.060925657095 29.958980061342),1154994,FRANK'S RESTAURANT,933 DECATUR ST,,NEW ORLEANS,LA,70116,504-525-1602,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SICILIAN FOODS LLC,3683750.11266,532810.15066
POINT (-90.065910810089 29.942232635844),1154906,DIAMOND STREET GRILL,923 S PETERS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JERRY FERTEL RESTAURANT, LLC",3682238.96284,526702.681662
POINT (-90.075303453132 29.930709704344),1155230,MAYAS,2027 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-309-3401,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MAYAS RESTAURANT GROUP,  LLC",3679310.35515,522479.747002
POINT (-90.064293532986 29.955276176225),1155414,PJ'S COFFEE OF NEW ORLEANS,501 DECATUR ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),DECATUR BREW LLC,3682698.61692,531451.455555
POINT (-90.084902802572 29.930049867601),1155571,STILL PERKIN,2727 PRYTANIA ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MRFKAR, INC",3676272.54056,522206.552826
POINT (-90.068887454719 29.952715166542),1155127,JW MARRIOTT NEW ORLEANS-[REST],614 CANAL ST,,NEW ORLEANS,LA,70130,504-525-6500,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MARRIOTT HOTEL SERV., IN",3681254.20789,530504.096514
POINT (-90.076989294557 29.951922709288),1154831,CHURCH'S CHICKEN #1139,4301 SAINT CLAUDE AVE,,NEW ORLEANS,LA,70117-4747,504-944-6978,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CAJUN OPERATING COMPANY,3678691.8167,530187.70942
